Employee_ID,Department,Job_Level,Age,Gender,Employment_Type,Years_At_Company,Years_In_Current_Role,Num_Promotions,Last_Promotion_Years_Ago,Annual_Salary_USD,Performance_Score,Job_Satisfaction_Score,Work_Life_Balance_Score,Overtime_Hours_Monthly,Distance_From_Office_KM,Num_Trainings_Last_Year,Remote_Work_Percentage,Attrition
EMP-014762,Engineering,Mid,37,Male,Full-Time,5,4,0,3,82979,1,3,4,10,6,3,0,0
EMP-014763,Engineering,Mid,36,Female,Full-Time,2,0,0,1,81431,5,3,4,9,51,0,100,0
EMP-014764,Product,Mid,36,Male,Full-Time,1,0,0,0,81918,3,4,3,9,5,3,0,0
EMP-014765,Finance,Manager,35,Female,Full-Time,5,4,0,0,105020,4,1,2,10,18,3,50,0
EMP-014766,Sales,Senior,34,Female,Full-Time,9,7,0,0,113925,3,4,2,22,1,4,25,0
EMP-014767,HR,Mid,40,Male,Full-Time,9,8,0,4,70837,4,4,4,21,5,4,0,0
EMP-014768,Sales,Junior,34,Male,Contract,3,1,0,2,42996,5,2,5,7,3,4,0,0
EMP-014769,Operations,Manager,62,Male,Full-Time,5,3,1,2,113224,4,3,4,2,14,4,50,0
EMP-014770,Engineering,Senior,26,Male,Contract,7,4,1,5,104494,5,3,4,3,8,3,50,1
EMP-014771,Sales,Director,29,Female,Full-Time,8,3,1,4,201190,3,4,3,12,1,4,0,0
EMP-014772,Operations,Junior,40,Female,Full-Time,5,3,0,1,46882,5,4,4,21,37,2,25,0
EMP-014773,Engineering,Lead,31,Female,Full-Time,5,2,0,1,85917,4,3,4,6,4,4,50,0
EMP-014774,Data Science,Lead,39,Female,Full-Time,4,3,0,3,109531,4,3,4,5,16,6,25,0
EMP-014775,Sales,Senior,59,Male,Full-Time,1,0,0,0,103453,4,2,4,6,16,5,50,0
EMP-014776,Operations,Junior,38,Female,Full-Time,1,0,0,1,47832,5,3,4,3,43,3,75,1
EMP-014777,Engineering,Junior,26,Female,Full-Time,6,4,1,8,40000,4,4,1,3,1,6,50,1
EMP-014778,Finance,Mid,41,Male,Full-Time,6,4,1,2,95062,3,4,3,3,18,3,25,0
EMP-014779,Finance,Lead,38,Male,Full-Time,6,2,0,2,137937,2,2,3,0,10,4,50,0
EMP-014780,Sales,Mid,44,Female,Contract,1,0,0,5,92199,3,4,2,3,10,1,100,1
EMP-014781,Sales,Manager,22,Male,Full-Time,1,0,0,4,146730,4,4,4,5,1,2,100,0
EMP-014782,Customer Support,Director,28,Female,Full-Time,3,1,0,1,193087,2,5,3,4,29,3,50,0
EMP-014783,Sales,Mid,28,Female,Full-Time,9,4,2,1,72125,3,4,3,6,1,1,25,0
EMP-014784,Operations,Mid,44,Male,Full-Time,7,6,1,1,75162,4,1,4,3,40,2,25,0
EMP-014785,Marketing,Mid,29,Female,Full-Time,3,0,0,1,83887,4,3,3,16,7,2,75,0
EMP-014786,Finance,Mid,46,Female,Contract,5,2,0,0,89624,3,4,1,4,12,3,50,0
EMP-014787,Marketing,Mid,32,Male,Full-Time,8,6,1,5,70033,1,4,3,3,1,1,100,0
EMP-014788,Customer Support,Director,34,Female,Full-Time,7,5,0,4,173086,4,5,4,2,23,1,0,0
EMP-014789,Engineering,Mid,46,Male,Full-Time,10,7,1,5,49197,4,5,4,0,12,3,100,0
EMP-014790,Engineering,Lead,22,Male,Full-Time,9,5,0,3,127249,4,2,4,3,36,8,75,1
EMP-014791,Sales,Mid,46,Non-Binary,Full-Time,12,5,3,4,62305,5,2,4,15,5,2,25,0
EMP-014792,Sales,Junior,40,Male,Full-Time,5,2,1,1,68369,4,3,5,2,35,1,25,0
EMP-014793,Finance,Lead,27,Male,Full-Time,7,3,1,2,126468,1,4,3,0,4,5,100,0
EMP-014794,Operations,Mid,39,Male,Full-Time,3,2,0,1,65333,4,3,3,4,14,0,75,0
EMP-014795,HR,Mid,42,Male,Full-Time,3,1,0,0,81941,5,1,2,5,6,2,50,0
EMP-014796,Finance,VP,37,Male,Full-Time,10,8,2,3,163301,4,2,4,0,3,2,75,0
EMP-014797,Operations,Junior,41,Female,Full-Time,17,14,2,0,51543,5,2,1,1,6,3,0,0
EMP-014798,Legal,Mid,38,Male,Part-Time,4,1,0,1,91960,3,5,4,18,12,2,75,0
EMP-014799,Operations,Director,36,Female,Full-Time,2,0,0,6,156392,3,4,3,3,14,3,0,0
EMP-014800,Operations,Manager,37,Male,Full-Time,7,5,0,0,143670,5,1,3,2,3,5,0,0
EMP-014801,Product,Lead,36,Male,Full-Time,3,2,0,12,119487,4,2,5,3,8,4,50,1
EMP-014802,Product,Junior,33,Female,Full-Time,4,2,0,4,54030,4,5,2,2,8,3,100,0
EMP-014803,Sales,Senior,55,Non-Binary,Full-Time,4,3,1,6,95395,5,4,5,2,37,0,25,0
EMP-014804,Sales,Lead,22,Female,Full-Time,6,4,1,0,153290,3,4,2,6,15,6,75,0
EMP-014805,Engineering,Senior,36,Female,Full-Time,5,1,0,2,96108,4,3,4,5,11,5,50,0
EMP-014806,Sales,Mid,39,Female,Contract,6,3,1,3,73731,4,3,3,4,28,1,0,1
EMP-014807,Operations,Lead,45,Male,Full-Time,6,5,0,1,129918,4,4,2,0,3,3,75,0
EMP-014808,Data Science,Senior,33,Male,Part-Time,7,5,0,1,82158,5,4,4,6,3,1,0,0
EMP-014809,Engineering,Mid,38,Male,Contract,5,1,0,0,71460,4,2,5,5,4,5,75,0
EMP-014810,Engineering,Manager,40,Female,Full-Time,14,8,1,2,136399,4,3,2,10,3,1,25,0
EMP-014811,Finance,Junior,38,Female,Full-Time,8,2,1,7,56085,5,4,4,10,23,3,75,0
EMP-014812,Engineering,Senior,31,Non-Binary,Part-Time,2,0,0,4,121741,3,3,1,17,35,2,50,1
EMP-014813,Engineering,Senior,28,Male,Full-Time,6,4,0,3,100640,4,2,3,2,18,5,50,0
EMP-014814,Marketing,Senior,22,Male,Part-Time,15,11,4,2,96468,3,4,5,2,4,6,75,0
EMP-014815,Operations,VP,33,Male,Full-Time,3,0,0,2,208324,2,4,2,2,11,0,50,0
EMP-014816,Sales,Mid,39,Male,Contract,4,2,0,7,79665,3,3,4,6,9,2,0,0
EMP-014817,Sales,Mid,46,Male,Full-Time,8,3,0,1,62378,2,5,1,10,5,2,75,0
EMP-014818,Sales,Senior,41,Male,Full-Time,3,2,0,0,96095,5,4,5,4,63,2,100,0
EMP-014819,Engineering,Manager,26,Female,Full-Time,7,4,1,6,114484,3,1,3,19,5,0,50,1
EMP-014820,Sales,Senior,37,Male,Full-Time,11,6,2,1,106939,5,5,3,1,14,0,75,0
EMP-014821,Finance,Lead,37,Female,Full-Time,4,2,0,0,117931,3,3,3,2,8,1,25,0
EMP-014822,Engineering,Manager,29,Female,Full-Time,5,4,1,1,153263,2,4,2,2,1,0,0,0
EMP-014823,Finance,Mid,32,Female,Full-Time,10,5,1,2,64744,4,4,5,4,22,3,25,0
EMP-014824,Finance,Director,38,Male,Full-Time,3,2,0,1,187114,4,5,4,4,20,0,100,0
EMP-014825,Marketing,Senior,36,Female,Full-Time,2,0,0,4,85559,4,2,2,21,6,4,50,1
EMP-014826,HR,VP,47,Non-Binary,Full-Time,6,4,1,1,238077,4,3,4,0,6,2,75,0
EMP-014827,Product,Junior,34,Female,Contract,8,5,1,3,55269,3,5,5,2,4,1,75,0
EMP-014828,Sales,Senior,28,Female,Full-Time,9,4,1,0,108159,4,4,4,3,24,2,100,0
EMP-014829,Engineering,Junior,30,Male,Full-Time,11,6,2,1,52291,4,5,2,2,6,2,75,0
EMP-014830,Operations,Mid,25,Male,Part-Time,12,8,3,0,72737,4,5,1,8,8,3,50,0
EMP-014831,Sales,Lead,28,Female,Full-Time,4,2,0,0,147283,3,3,3,3,27,2,25,0
EMP-014832,Operations,Senior,41,Female,Full-Time,1,0,0,0,91587,5,4,2,10,11,2,0,0
EMP-014833,Sales,Senior,30,Male,Full-Time,9,2,2,2,81683,3,2,2,10,13,1,75,1
EMP-014834,Engineering,Mid,22,Male,Full-Time,5,2,0,2,69034,1,1,5,8,57,3,25,0
EMP-014835,Data Science,Manager,42,Male,Full-Time,4,1,1,5,103577,4,4,4,15,1,0,75,0
EMP-014836,Finance,Manager,29,Male,Full-Time,17,8,1,1,156451,5,5,3,7,4,5,75,0
EMP-014837,Operations,Junior,42,Male,Full-Time,6,3,1,0,51367,4,4,3,36,6,2,25,0
EMP-014838,Marketing,Junior,41,Male,Contract,11,6,2,4,58117,5,1,2,0,8,4,25,1
EMP-014839,Product,Director,30,Male,Full-Time,3,2,0,1,178828,4,2,4,13,5,6,100,0
EMP-014840,Customer Support,Lead,31,Male,Full-Time,4,2,0,0,129571,2,3,3,2,11,2,25,0
EMP-014841,Customer Support,Mid,40,Non-Binary,Full-Time,7,4,1,0,60170,3,3,5,8,2,3,25,0
EMP-014842,Customer Support,Junior,45,Female,Full-Time,3,1,0,1,52995,1,5,1,21,48,0,25,0
EMP-014843,HR,Senior,24,Male,Full-Time,7,2,1,2,109262,3,5,3,5,2,2,50,0
EMP-014844,Finance,Manager,47,Male,Full-Time,5,1,1,3,152370,4,3,1,3,8,2,50,1
EMP-014845,HR,Junior,43,Female,Full-Time,8,5,0,4,59963,4,3,5,19,9,1,50,0
EMP-014846,Sales,Junior,35,Male,Full-Time,9,7,1,6,70839,2,2,3,10,14,4,75,0
EMP-014847,Finance,Junior,46,Female,Full-Time,13,4,1,3,59213,2,4,4,1,36,0,75,0
EMP-014848,Operations,Mid,44,Male,Full-Time,7,6,1,2,80222,3,3,4,21,23,8,100,0
EMP-014849,Engineering,Mid,29,Male,Full-Time,9,8,1,1,89821,3,1,3,10,4,1,75,1
EMP-014850,Operations,Director,31,Female,Full-Time,8,6,0,1,190980,2,4,4,7,30,4,25,0
EMP-014851,Marketing,Mid,23,Female,Full-Time,7,4,0,5,87853,5,3,4,0,25,4,25,0
EMP-014852,Product,Lead,38,Female,Full-Time,8,2,0,3,116225,5,2,2,8,59,2,50,0
EMP-014853,Product,Manager,27,Female,Part-Time,5,3,0,0,100997,4,4,5,11,1,1,25,0
EMP-014854,Customer Support,Mid,25,Male,Full-Time,3,2,0,1,82419,3,2,4,6,21,2,50,0
EMP-014855,Marketing,Junior,40,Female,Full-Time,11,10,0,0,53615,3,3,2,13,19,1,50,0
EMP-014856,Operations,Senior,45,Female,Full-Time,10,3,2,4,110448,4,5,3,0,15,1,50,0
EMP-014857,Sales,Senior,37,Male,Part-Time,10,8,2,4,85389,3,5,4,1,26,5,50,0
EMP-014858,Sales,Lead,23,Female,Full-Time,1,0,0,0,127806,3,5,3,0,28,1,25,0
EMP-014859,Finance,Junior,23,Male,Full-Time,7,4,2,4,54149,3,4,4,6,1,4,100,0
EMP-014860,Operations,Lead,35,Female,Full-Time,2,0,0,2,126973,4,4,3,17,52,1,25,0
EMP-014861,Marketing,Mid,42,Female,Full-Time,16,5,1,3,63699,4,4,4,1,27,5,50,0
EMP-014862,Customer Support,Junior,45,Male,Full-Time,7,5,2,7,55975,2,1,3,22,27,2,25,1
EMP-014863,HR,Mid,35,Female,Contract,8,3,1,4,91293,5,4,4,0,2,2,50,0
EMP-014864,Sales,Junior,30,Male,Contract,11,9,2,1,47916,1,3,3,7,8,2,25,0
EMP-014865,Sales,VP,44,Male,Part-Time,6,3,0,5,234188,3,4,3,1,1,1,0,0
EMP-014866,Customer Support,Lead,39,Male,Full-Time,7,3,0,3,101225,3,5,2,11,1,1,25,0
EMP-014867,Sales,Mid,24,Male,Full-Time,3,2,0,0,75625,5,4,5,2,1,2,0,0
EMP-014868,Sales,Mid,48,Male,Contract,3,1,0,0,75892,3,2,3,33,1,2,75,0
EMP-014869,Operations,Mid,35,Male,Full-Time,9,6,2,1,68382,3,2,3,18,49,2,25,0
EMP-014870,Engineering,Mid,38,Male,Full-Time,7,4,0,1,63658,5,3,3,1,2,0,50,0
EMP-014871,Sales,VP,41,Male,Full-Time,9,6,2,4,196045,4,2,4,30,7,2,50,1
EMP-014872,Customer Support,Junior,40,Male,Contract,3,1,0,0,64371,5,5,4,0,41,2,100,0
EMP-014873,Finance,Junior,28,Male,Full-Time,8,4,1,0,40000,4,4,4,14,24,2,50,0
EMP-014874,Finance,Junior,22,Female,Full-Time,4,2,0,5,51654,3,4,4,2,10,3,0,0
EMP-014875,Customer Support,Lead,37,Female,Full-Time,15,14,2,0,92246,4,2,4,3,22,2,25,0
EMP-014876,Customer Support,Senior,42,Female,Full-Time,15,14,2,0,99847,3,2,4,7,7,5,50,0
EMP-014877,Customer Support,Junior,44,Male,Full-Time,11,3,2,0,55757,5,4,2,22,8,1,0,0
EMP-014878,Sales,Mid,38,Female,Full-Time,11,7,0,2,76054,5,3,3,2,8,3,25,0
EMP-014879,Engineering,Senior,30,Male,Full-Time,4,1,0,2,87910,4,4,2,9,4,0,50,0
EMP-014880,Finance,Manager,24,Female,Full-Time,6,4,0,2,128470,3,1,3,5,4,0,0,1
EMP-014881,Finance,Junior,33,Male,Full-Time,1,0,0,2,71080,3,4,3,11,22,1,50,0
EMP-014882,Engineering,Junior,27,Male,Full-Time,11,4,2,3,61846,2,3,3,35,20,3,75,0
EMP-014883,Marketing,Director,39,Female,Full-Time,9,7,1,2,170258,2,4,5,23,12,5,75,0
EMP-014884,Finance,Mid,40,Female,Contract,12,4,2,2,71768,4,1,3,3,30,3,75,1
EMP-014885,Finance,VP,23,Female,Full-Time,12,4,0,3,205686,3,4,5,3,7,2,50,0
EMP-014886,Data Science,Junior,48,Male,Full-Time,13,8,2,5,58698,4,2,4,0,12,3,50,0
EMP-014887,Sales,Mid,22,Female,Full-Time,16,8,2,1,67639,2,1,5,15,3,3,0,0
EMP-014888,Engineering,Junior,30,Female,Part-Time,4,3,0,0,64097,4,2,5,2,21,2,50,1
EMP-014889,Legal,Manager,39,Male,Full-Time,3,2,0,0,128926,5,3,2,4,1,3,50,0
EMP-014890,Product,Junior,51,Male,Full-Time,3,2,0,0,53826,3,4,4,8,4,2,50,0
EMP-014891,Legal,Lead,36,Male,Full-Time,8,7,1,7,119144,3,5,3,21,27,2,75,1
EMP-014892,Legal,Senior,54,Female,Full-Time,9,7,1,1,107651,4,5,2,0,6,4,50,0
EMP-014893,Finance,Manager,33,Female,Full-Time,2,1,0,0,143860,5,4,2,6,6,1,25,0
EMP-014894,Legal,Junior,27,Male,Full-Time,3,2,0,2,66861,4,5,3,11,6,2,0,0
EMP-014895,Finance,Junior,45,Male,Part-Time,8,6,1,9,40000,2,5,5,25,80,3,100,1
EMP-014896,Marketing,Manager,43,Female,Full-Time,13,4,0,0,122420,4,5,3,2,8,2,75,0
EMP-014897,Engineering,Senior,39,Female,Full-Time,11,7,1,4,104426,4,4,4,2,2,1,75,0
EMP-014898,Customer Support,Mid,27,Female,Full-Time,5,3,1,10,74528,3,5,3,16,43,0,100,1
EMP-014899,HR,Mid,61,Female,Full-Time,6,3,0,5,81626,2,2,4,13,35,2,50,0
EMP-014900,Marketing,Mid,36,Female,Full-Time,4,3,0,5,80651,3,2,4,0,3,2,75,1
EMP-014901,Engineering,Senior,32,Female,Full-Time,3,2,0,6,102357,3,3,3,17,10,1,50,0
EMP-014902,Operations,Junior,38,Female,Part-Time,14,4,2,2,57224,4,3,3,1,1,1,100,0
EMP-014903,Operations,Junior,39,Male,Part-Time,9,7,1,1,58171,4,1,1,4,11,2,50,0
EMP-014904,Engineering,Senior,43,Female,Full-Time,6,3,0,0,108368,5,3,3,2,34,0,25,0
EMP-014905,Finance,Mid,38,Female,Full-Time,13,8,1,4,80788,3,2,5,14,9,3,0,0
EMP-014906,Marketing,Senior,39,Male,Full-Time,5,2,0,0,90618,3,2,1,25,15,5,25,0
EMP-014907,HR,Manager,22,Female,Full-Time,6,5,0,0,143512,3,3,4,8,62,4,25,0
EMP-014908,Sales,Mid,26,Female,Full-Time,7,4,1,2,67782,5,2,5,0,24,2,100,0
EMP-014909,Operations,Senior,37,Female,Full-Time,2,1,0,0,103652,2,3,4,8,1,3,0,0
EMP-014910,Engineering,Senior,45,Female,Full-Time,6,5,0,2,89506,4,4,5,11,34,3,25,0
EMP-014911,Sales,Mid,33,Male,Full-Time,11,7,1,2,87570,5,4,3,12,23,2,75,0
EMP-014912,HR,Senior,36,Male,Full-Time,12,6,1,0,104750,1,4,4,1,33,1,0,0
EMP-014913,Customer Support,Director,36,Male,Full-Time,10,3,2,2,203682,4,4,3,18,1,2,50,0
EMP-014914,Customer Support,Manager,33,Female,Full-Time,8,2,0,1,117966,4,3,3,2,15,1,50,0
EMP-014915,Marketing,Junior,31,Male,Full-Time,16,14,1,1,53864,3,2,5,12,2,3,100,0
EMP-014916,Sales,Junior,27,Male,Part-Time,5,3,1,6,43168,4,4,3,15,1,2,75,0
EMP-014917,Marketing,Mid,25,Male,Full-Time,4,2,0,6,63159,2,3,2,12,1,0,75,1
EMP-014918,Marketing,Manager,52,Male,Full-Time,3,1,0,0,139532,3,1,2,9,7,4,75,0
EMP-014919,Engineering,Senior,25,Male,Full-Time,16,5,4,0,104203,4,5,2,14,19,1,100,0
EMP-014920,Sales,Senior,40,Female,Full-Time,7,4,1,4,107821,4,3,4,14,20,0,0,0
EMP-014921,Sales,Senior,36,Male,Part-Time,7,3,0,1,98962,5,4,3,4,1,1,75,0
EMP-014922,Sales,Junior,35,Male,Part-Time,7,4,0,0,50531,4,3,3,2,15,6,100,0
EMP-014923,Finance,Junior,44,Female,Full-Time,9,5,1,2,40170,4,5,4,8,8,0,50,0
EMP-014924,Sales,Junior,34,Female,Full-Time,11,8,1,0,55365,3,3,2,10,8,4,50,0
EMP-014925,Legal,Senior,36,Female,Part-Time,19,10,5,1,96518,4,4,3,17,4,3,50,0
EMP-014926,Product,Lead,29,Female,Full-Time,11,3,2,0,105021,4,1,5,9,1,5,50,0
EMP-014927,Data Science,VP,22,Male,Full-Time,2,1,0,0,273139,3,4,3,9,1,0,0,0
EMP-014928,Engineering,VP,49,Female,Full-Time,4,2,0,7,256173,3,4,1,0,27,2,0,0
EMP-014929,Operations,Junior,38,Female,Full-Time,19,8,4,0,51475,5,4,3,6,6,0,100,0
EMP-014930,Legal,VP,50,Male,Full-Time,7,3,2,7,213154,3,3,3,0,3,5,75,0
EMP-014931,Engineering,Mid,30,Female,Full-Time,4,3,1,0,77924,4,1,3,1,1,2,25,0
EMP-014932,Customer Support,VP,33,Female,Full-Time,5,2,0,0,260891,3,1,3,16,10,0,75,0
EMP-014933,HR,Lead,37,Male,Full-Time,6,3,1,2,95867,2,2,1,2,14,2,75,0
EMP-014934,Sales,Manager,28,Female,Full-Time,6,4,1,2,117581,5,2,2,22,24,1,100,0
EMP-014935,HR,Manager,33,Female,Full-Time,10,8,0,2,146991,1,2,3,8,9,1,50,0
EMP-014936,Finance,Junior,45,Male,Full-Time,4,2,0,7,46510,5,4,4,11,33,2,25,0
EMP-014937,Operations,Mid,57,Female,Full-Time,5,3,0,2,83870,3,3,3,47,5,1,50,0
EMP-014938,Sales,Mid,43,Female,Full-Time,15,13,2,2,65410,4,4,3,7,3,4,75,0
EMP-014939,Sales,Junior,30,Female,Full-Time,3,1,0,1,58775,5,5,1,16,3,2,50,0
EMP-014940,Engineering,Junior,34,Female,Contract,5,2,0,0,54147,3,3,5,0,22,6,25,0
EMP-014941,HR,Junior,42,Female,Full-Time,5,3,0,1,60719,4,3,2,4,18,1,50,0
EMP-014942,Operations,Mid,42,Male,Part-Time,2,1,0,3,74394,5,5,1,5,12,2,50,0
EMP-014943,Finance,Junior,29,Female,Full-Time,10,3,2,0,46380,5,3,5,4,21,3,0,0
EMP-014944,Finance,Mid,28,Male,Full-Time,2,1,0,1,66918,5,3,3,0,22,3,75,0
EMP-014945,Sales,Mid,46,Male,Full-Time,2,0,0,2,70489,5,4,5,5,11,0,50,0
EMP-014946,Marketing,Senior,28,Male,Full-Time,5,2,0,1,108242,5,3,4,1,21,5,25,0
EMP-014947,Legal,Director,37,Male,Part-Time,6,3,1,3,163003,4,2,5,11,6,2,50,0
EMP-014948,Legal,Director,46,Male,Full-Time,15,11,1,0,145345,2,4,3,0,21,3,75,0
EMP-014949,Customer Support,Manager,44,Female,Full-Time,12,8,1,1,143922,4,3,2,4,18,3,50,0
EMP-014950,Engineering,Mid,41,Female,Full-Time,5,4,1,0,53098,4,2,2,7,35,2,50,0
EMP-014951,Data Science,Manager,30,Female,Full-Time,5,2,0,6,164711,4,4,4,7,3,5,75,1
EMP-014952,Engineering,Junior,39,Female,Full-Time,2,1,0,3,44302,3,5,3,5,23,1,50,0
EMP-014953,Data Science,Senior,41,Female,Full-Time,7,2,1,1,95010,2,3,5,23,8,2,25,0
EMP-014954,Operations,Senior,35,Male,Full-Time,6,4,0,3,111790,3,4,4,4,16,6,50,0
EMP-014955,Legal,Junior,35,Male,Full-Time,4,3,0,12,58034,4,4,4,28,1,0,50,0
EMP-014956,Operations,Senior,34,Male,Full-Time,10,9,1,0,104029,3,3,3,10,15,2,25,0
EMP-014957,Customer Support,Junior,40,Male,Full-Time,10,6,2,2,67605,4,5,4,12,23,1,0,0
EMP-014958,Product,Director,24,Male,Contract,14,11,2,1,200760,3,2,3,9,6,2,25,0
EMP-014959,Product,Senior,42,Male,Full-Time,4,3,0,1,113593,3,2,4,18,15,1,100,0
EMP-014960,Sales,Manager,38,Female,Full-Time,5,4,1,4,137253,2,3,3,21,4,6,75,0
EMP-014961,Data Science,Senior,33,Female,Full-Time,6,2,1,1,70152,3,3,4,0,3,3,0,0
EMP-014962,HR,Junior,40,Female,Full-Time,2,1,0,1,51667,3,3,3,14,25,0,50,0
EMP-014963,Product,Junior,28,Male,Full-Time,2,1,0,4,56787,1,4,2,9,9,3,75,0
EMP-014964,Sales,Mid,22,Female,Full-Time,3,2,0,2,69337,4,1,3,6,13,1,50,0
EMP-014965,Marketing,Director,25,Female,Full-Time,6,2,0,1,175286,2,2,3,7,1,5,50,0
EMP-014966,Sales,Junior,43,Female,Full-Time,2,1,0,1,64251,3,4,4,5,11,1,50,0
EMP-014967,Legal,Mid,44,Female,Full-Time,14,13,2,2,73789,3,4,3,1,9,1,50,0
EMP-014968,Operations,Senior,27,Non-Binary,Full-Time,5,3,0,3,108778,3,3,1,5,14,4,50,0
EMP-014969,Engineering,Senior,32,Female,Part-Time,10,4,1,1,90102,3,4,3,0,2,2,50,0
EMP-014970,Sales,Junior,48,Female,Full-Time,1,0,0,0,53698,5,4,1,0,26,4,75,0
EMP-014971,Engineering,Mid,24,Male,Full-Time,10,4,1,1,53331,4,5,3,1,39,2,25,0
EMP-014972,Marketing,Junior,30,Female,Full-Time,7,2,1,3,51766,4,5,4,7,2,1,100,0
EMP-014973,Legal,Lead,54,Male,Full-Time,8,3,1,1,107220,4,4,4,0,24,2,25,0
EMP-014974,Marketing,Director,37,Female,Full-Time,11,10,1,5,171046,5,4,2,4,27,2,100,0
EMP-014975,Engineering,Senior,32,Female,Full-Time,13,5,2,2,114144,3,1,4,27,7,1,25,0
EMP-014976,Sales,Lead,22,Male,Full-Time,9,6,1,4,119060,3,2,1,3,13,1,50,1
EMP-014977,Operations,Senior,29,Male,Part-Time,7,3,0,5,116010,4,3,2,17,3,3,0,1
EMP-014978,Marketing,Mid,50,Male,Full-Time,15,5,4,1,63077,3,2,2,5,17,3,75,1
EMP-014979,Operations,Manager,38,Male,Full-Time,2,0,0,3,130040,4,4,5,0,2,2,0,0
EMP-014980,Operations,Mid,39,Female,Full-Time,6,4,1,1,75118,3,4,4,13,24,3,50,0
EMP-014981,Customer Support,Director,39,Male,Full-Time,5,2,0,9,225280,5,4,3,3,9,2,50,1
EMP-014982,Customer Support,Senior,36,Male,Full-Time,4,1,0,2,100159,4,1,4,11,18,3,50,0
EMP-014983,Operations,Mid,42,Male,Full-Time,6,2,1,0,69406,3,1,3,8,1,2,50,0
EMP-014984,HR,Manager,52,Male,Full-Time,3,1,0,0,105371,5,5,3,1,15,0,100,0
EMP-014985,Engineering,Senior,31,Male,Full-Time,14,4,0,0,101316,3,4,3,23,7,3,50,0
EMP-014986,Engineering,Mid,45,Female,Full-Time,4,1,0,3,87686,3,5,2,3,20,1,0,0
EMP-014987,Customer Support,Lead,46,Male,Full-Time,1,0,0,0,126870,4,3,3,3,28,3,75,0
EMP-014988,Customer Support,Manager,37,Male,Contract,8,7,2,0,115416,5,5,3,4,8,5,50,0
EMP-014989,Finance,Junior,44,Female,Full-Time,1,0,0,4,46243,4,3,3,8,12,1,0,0
EMP-014990,Customer Support,Mid,43,Female,Full-Time,10,6,0,10,71220,4,2,4,10,28,6,75,0
EMP-014991,Sales,Mid,29,Male,Full-Time,8,2,2,0,60827,5,3,1,12,24,1,75,0
EMP-014992,Engineering,Mid,50,Female,Full-Time,4,3,0,0,68551,1,4,3,0,8,4,25,0
EMP-014993,Marketing,Manager,45,Non-Binary,Full-Time,10,4,1,4,141002,5,3,4,6,7,1,0,0
EMP-014994,Customer Support,Mid,54,Male,Full-Time,7,5,1,1,75438,5,3,4,9,5,1,50,0
EMP-014995,Engineering,Mid,52,Female,Full-Time,1,0,0,5,66395,2,4,2,3,4,2,50,0
EMP-014996,Engineering,Senior,22,Female,Full-Time,3,2,0,2,91031,5,4,5,6,8,2,75,0
EMP-014997,Sales,Mid,33,Male,Full-Time,4,2,1,3,69657,1,4,3,5,2,1,25,0
EMP-014998,Sales,Senior,30,Female,Full-Time,8,3,2,0,85842,4,2,4,2,2,0,50,0
EMP-014999,Finance,Junior,31,Male,Full-Time,2,1,0,3,51324,2,5,4,0,8,2,75,0
EMP-015000,Finance,Mid,34,Male,Contract,8,2,1,1,52556,3,3,4,8,6,3,100,0
EMP-015001,Engineering,Senior,28,Non-Binary,Full-Time,9,7,1,5,116209,3,2,3,1,1,4,0,0
EMP-015002,Finance,Senior,34,Male,Full-Time,15,7,2,3,96759,3,3,4,4,1,4,0,0
EMP-015003,Engineering,Junior,38,Male,Full-Time,13,4,3,3,61734,5,5,3,4,18,1,50,0
EMP-015004,Operations,Manager,36,Male,Full-Time,3,1,0,1,164731,5,3,4,20,13,1,25,0
EMP-015005,Product,Mid,43,Female,Contract,2,1,0,1,77744,4,2,3,9,13,4,25,1
EMP-015006,Data Science,Mid,42,Non-Binary,Full-Time,3,2,0,1,84116,2,1,4,1,17,1,25,0
EMP-015007,Marketing,Director,37,Female,Full-Time,11,3,1,8,229183,4,2,4,3,42,5,100,0
EMP-015008,HR,Lead,38,Male,Full-Time,8,6,0,0,119814,5,2,3,0,9,3,0,0
EMP-015009,Finance,Lead,37,Male,Full-Time,17,11,3,2,132323,4,3,4,5,1,3,100,0
EMP-015010,Engineering,Senior,54,Male,Full-Time,13,8,2,2,109660,3,3,4,10,3,2,0,0
EMP-015011,Marketing,Director,44,Female,Full-Time,5,4,1,2,146556,1,2,4,1,1,2,75,0
EMP-015012,Product,VP,23,Male,Part-Time,10,4,2,0,264568,3,3,1,5,22,2,75,0
EMP-015013,Finance,Mid,30,Non-Binary,Full-Time,2,1,0,5,47837,3,3,3,6,7,1,75,0
EMP-015014,Customer Support,Senior,48,Male,Part-Time,7,3,0,2,132310,5,3,5,49,8,1,25,0
EMP-015015,HR,Junior,27,Female,Full-Time,9,6,1,0,45906,3,5,4,6,9,2,0,0
EMP-015016,Finance,Lead,24,Male,Full-Time,5,1,0,1,140186,5,2,3,4,34,1,100,1
EMP-015017,Engineering,Manager,33,Male,Full-Time,10,9,1,0,129987,3,5,3,0,21,2,50,0
EMP-015018,Product,Senior,27,Male,Full-Time,15,14,1,0,90884,3,3,2,0,8,4,100,0
EMP-015019,Engineering,Junior,23,Non-Binary,Full-Time,7,6,1,1,46915,4,3,3,1,19,0,50,0
EMP-015020,Operations,Mid,30,Male,Full-Time,13,4,1,5,81779,2,3,4,9,13,2,25,0
