Property_ID,Listing_Year,City,Neighborhood_Type,Property_Type,Bedrooms,Bathrooms,Square_Footage,Lot_Size_SqFt,Year_Built,Garage_Spaces,Has_Pool,Has_Basement,Condition,School_District_Rating,Walk_Score,HOA_Monthly_Fee,Num_Listing_Photos,Days_On_Market,Sale_Price_USD
PROP-025099,2022,San Diego,Suburban,Condo,4,1.0,2254,10400,1986,1,0,1,Good,9,45,308.0,20,40,759644
PROP-025100,2023,Philadelphia,Waterfront,Condo,5,2.5,2226,5059,1964,0,0,0,Needs Renovation,6,43,361.0,21,11,433198
PROP-025101,2021,Chicago,Urban,Condo,4,2.5,1707,6400,1989,0,0,1,Needs Renovation,10,53,77.0,26,22,330471
PROP-025102,2021,New York,Suburban,Townhouse,2,1.5,1154,5535,2021,1,0,1,Excellent,7,39,0.0,22,5,667845
PROP-025103,2022,Dallas,Suburban,Single Family,2,3.0,903,3850,1977,2,0,1,Good,6,44,0.0,21,11,220326
PROP-025104,2022,San Diego,University Area,Condo,2,2.0,1473,2548,1966,0,0,1,Good,7,51,313.0,18,1,599106
PROP-025105,2023,San Diego,Historic District,Single Family,4,3.0,1343,6281,1956,0,0,0,Excellent,4,64,116.0,30,60,822211
PROP-025106,2020,New York,Suburban,Condo,5,3.0,2396,10077,1956,2,0,0,Excellent,8,39,117.0,24,50,1426385
PROP-025107,2022,Chicago,Urban,Condo,2,3.5,769,2804,1957,2,0,0,Excellent,2,34,499.0,24,11,201444
PROP-025108,2021,Phoenix,University Area,Duplex,2,1.5,1229,2433,1980,0,1,1,Fair,10,75,0.0,14,2,414803
PROP-025109,2020,San Antonio,Suburban,Condo,2,3.0,810,1313,2023,2,0,0,Good,7,35,532.0,19,6,171969
PROP-025110,2021,Miami,Historic District,Condo,4,2.5,1469,4526,1984,1,1,1,Good,7,29,182.0,20,1,619437
PROP-025111,2024,New York,Suburban,Condo,6,3.5,2429,6174,1985,2,0,1,Excellent,8,39,214.0,20,58,1206403
PROP-025112,2022,Philadelphia,University Area,Condo,3,1.5,1761,3129,1917,1,0,1,Good,4,50,268.0,21,98,410691
PROP-025113,2020,Dallas,Urban,Single Family,1,2.0,657,1676,2005,0,1,0,Excellent,3,41,0.0,27,37,228746
PROP-025114,2021,Phoenix,Rural,Duplex,1,2.5,606,2539,2004,0,0,0,Needs Renovation,9,79,0.0,21,1,117890
PROP-025115,2023,New York,Historic District,Condo,4,2.0,2138,6962,1999,2,0,1,Excellent,1,32,185.0,16,3,1211169
PROP-025116,2022,Houston,Suburban,Single Family,4,2.0,2044,4510,1995,1,0,0,Good,2,54,154.0,32,1,386353
PROP-025117,2021,Austin,Urban,Single Family,2,2.5,1124,3724,1964,3,0,1,Good,2,75,0.0,29,43,314531
PROP-025118,2022,New York,Rural,Single Family,2,3.5,1260,2211,1991,0,0,1,Good,3,97,0.0,22,11,530786
PROP-025119,2021,Miami,Rural,Condo,4,2.5,1817,5327,1943,0,0,0,Fair,3,19,509.0,20,4,392760
PROP-025120,2024,Houston,Downtown,Townhouse,1,1.5,589,1273,1983,3,0,0,Excellent,9,79,0.0,28,87,232384
PROP-025121,2021,Houston,Suburban,Multi-Family,3,3.0,1487,4765,1993,2,0,1,Good,9,43,0.0,20,3,474738
PROP-025122,2020,Dallas,Urban,Condo,3,1.0,1597,6436,2023,1,1,1,Good,1,82,403.0,15,36,331107
PROP-025123,2022,San Antonio,Urban,Condo,4,2.0,1677,2697,1922,2,0,1,Excellent,5,39,269.0,21,1,415340
PROP-025124,2021,New York,Downtown,Townhouse,2,2.0,899,4456,1981,1,0,0,Fair,2,29,0.0,20,73,552837
PROP-025125,2022,Austin,Urban,Condo,1,2.5,425,934,1989,1,0,1,Good,7,67,182.0,28,4,199053
PROP-025126,2020,Houston,Downtown,Single Family,2,3.0,1136,4146,1965,0,0,0,Good,4,41,0.0,30,88,284843
PROP-025127,2024,Seattle,Suburban,Condo,5,1.0,1648,4559,1997,2,0,0,Good,6,61,241.0,21,16,584999
PROP-025128,2022,Los Angeles,Rural,Single Family,1,1.5,400,1562,2000,2,0,1,Fair,10,77,0.0,20,68,197145
PROP-025129,2024,Houston,Urban,Townhouse,4,3.5,1927,6008,2002,0,0,0,Good,9,80,0.0,17,43,409491
PROP-025130,2021,Dallas,Suburban,Condo,4,2.5,1673,7816,2000,0,0,0,Good,10,30,216.0,22,5,345650
PROP-025131,2022,San Antonio,University Area,Single Family,5,1.0,2176,4714,2023,1,1,0,Fair,1,66,0.0,14,8,392662
PROP-025132,2024,Houston,Downtown,Townhouse,3,1.5,996,2400,1967,1,0,1,Good,3,47,136.0,16,11,250307
PROP-025133,2020,Los Angeles,Downtown,Single Family,4,1.0,1916,6014,1990,0,0,1,Needs Renovation,9,63,96.0,24,10,963325
PROP-025134,2021,Austin,Suburban,Single Family,4,2.0,1401,3743,1982,2,1,0,Good,7,67,0.0,35,9,500995
PROP-025135,2021,New York,Suburban,Single Family,4,3.0,1860,4725,2007,1,0,0,Excellent,3,79,0.0,23,6,928146
PROP-025136,2023,Dallas,Suburban,Townhouse,2,3.0,744,3705,2002,1,0,1,Good,7,95,36.0,17,20,255914
PROP-025137,2023,Houston,Waterfront,Single Family,4,4.0,1929,7142,1985,3,0,0,Excellent,3,23,186.0,27,15,723420
PROP-025138,2024,Dallas,Suburban,Multi-Family,2,3.0,730,1510,1958,0,0,0,Excellent,7,89,105.0,21,5,267163
PROP-025139,2023,Houston,Urban,Condo,4,3.0,1652,7233,2023,3,0,0,Excellent,9,75,408.0,19,11,450340
PROP-025140,2020,Los Angeles,Historic District,Single Family,4,3.0,1910,6260,2017,1,0,0,Fair,1,50,0.0,23,86,777140
PROP-025141,2024,Los Angeles,Suburban,Duplex,5,1.5,2084,5207,1986,1,0,0,Excellent,7,35,0.0,15,7,1179506
PROP-025142,2024,Dallas,Downtown,Townhouse,2,2.5,913,3217,2022,1,1,0,Good,1,0,0.0,13,142,260028
PROP-025143,2022,San Antonio,Suburban,Single Family,3,2.5,1100,4981,1958,0,1,1,Good,5,88,0.0,20,6,327523
PROP-025144,2020,New York,Waterfront,Multi-Family,4,1.0,1844,4998,1924,3,0,0,Good,4,65,0.0,21,36,1760867
PROP-025145,2024,Houston,Urban,Townhouse,1,2.5,400,1627,1964,1,0,1,Excellent,1,36,0.0,20,67,118243
PROP-025146,2020,Houston,Urban,Single Family,5,1.0,3066,6642,1990,0,0,0,Needs Renovation,10,5,0.0,27,38,411533
PROP-025147,2020,Houston,Suburban,Condo,2,4.0,1014,1590,2012,0,1,1,Excellent,2,36,317.0,22,14,230696
PROP-025148,2022,Houston,Urban,Multi-Family,3,2.5,1666,7444,1973,0,0,0,Good,1,7,0.0,22,19,353989
PROP-025149,2023,New York,Downtown,Single Family,3,2.0,1553,2564,2018,1,0,1,Fair,7,55,0.0,23,14,837460
PROP-025150,2021,New York,Rural,Townhouse,3,1.5,1837,6015,1988,2,0,0,Excellent,1,27,54.0,31,30,832736
PROP-025151,2022,Philadelphia,Waterfront,Single Family,3,2.0,1282,5964,2005,3,0,0,Fair,6,100,171.0,15,22,454318
PROP-025152,2024,Dallas,Urban,Condo,2,2.0,1012,4535,1934,3,0,0,Fair,3,49,465.0,20,3,238973
PROP-025153,2022,Chicago,Downtown,Multi-Family,3,2.0,919,3273,1972,0,1,1,Fair,8,31,0.0,18,85,346103
PROP-025154,2021,Chicago,Historic District,Single Family,4,1.0,1932,4853,1992,3,1,1,Excellent,8,19,110.0,23,33,817051
PROP-025155,2021,Philadelphia,Downtown,Condo,2,3.5,1142,2222,1997,1,0,0,Fair,9,35,435.0,27,16,259857
PROP-025156,2022,Dallas,University Area,Multi-Family,4,1.0,1903,3752,2023,2,0,1,Good,1,55,0.0,25,48,473014
PROP-025157,2023,Houston,Suburban,Single Family,4,2.0,1788,3806,2006,3,0,1,Needs Renovation,1,76,53.0,21,3,295774
PROP-025158,2022,Chicago,Historic District,Multi-Family,2,2.0,1113,2595,2019,2,0,0,Needs Renovation,4,78,0.0,21,11,366952
PROP-025159,2023,Philadelphia,Historic District,Single Family,5,2.0,2415,11296,2006,1,0,0,Needs Renovation,10,42,0.0,28,28,499136
PROP-025160,2022,New York,Rural,Condo,4,2.0,1826,5650,1985,1,1,0,Needs Renovation,10,62,407.0,25,7,456678
PROP-025161,2022,Miami,Suburban,Condo,2,2.0,759,2999,1947,1,0,0,Good,5,38,503.0,22,16,283776
PROP-025162,2024,San Antonio,Waterfront,Condo,5,1.0,2208,7732,2005,0,0,1,Good,7,44,262.0,18,66,541811
PROP-025163,2022,Los Angeles,Suburban,Multi-Family,3,3.0,1417,5073,1959,2,0,0,Good,9,60,132.0,21,3,709070
PROP-025164,2024,Chicago,Suburban,Single Family,3,1.0,965,2024,1972,1,1,1,Excellent,9,100,0.0,21,21,349182
PROP-025165,2024,Dallas,Urban,Condo,5,2.5,2166,7397,1986,1,1,0,Needs Renovation,2,62,441.0,26,155,395620
PROP-025166,2023,Chicago,Downtown,Multi-Family,4,2.5,1867,9211,1992,0,0,1,Good,5,60,91.0,15,1,838869
PROP-025167,2024,Austin,Waterfront,Multi-Family,2,1.0,805,3564,1964,0,0,0,Excellent,8,13,0.0,30,84,608262
PROP-025168,2021,Chicago,Suburban,Condo,4,2.0,1885,4476,1970,3,0,1,Fair,6,65,283.0,27,25,406350
PROP-025169,2023,Chicago,Urban,Single Family,4,2.5,1959,9215,1980,2,0,0,Excellent,6,59,0.0,26,27,684892
PROP-025170,2020,Los Angeles,Suburban,Single Family,1,2.0,697,1113,1989,2,0,0,Fair,6,41,0.0,7,16,360446
PROP-025171,2023,Chicago,Suburban,Multi-Family,3,2.0,1543,2595,2014,3,0,0,Fair,5,28,0.0,20,8,364771
PROP-025172,2023,Houston,Urban,Multi-Family,2,3.0,961,3212,2009,2,0,0,Fair,7,31,0.0,30,15,288322
PROP-025173,2024,Phoenix,Rural,Single Family,4,2.5,1600,4060,1997,0,0,1,Fair,9,63,0.0,22,66,248751
PROP-025174,2020,Dallas,Urban,Single Family,4,2.0,2358,4870,2023,2,0,0,Excellent,3,100,0.0,29,25,667751
PROP-025175,2020,Houston,Suburban,Condo,2,2.0,882,2157,2006,1,0,1,Fair,8,75,255.0,22,22,226937
PROP-025176,2020,San Antonio,Downtown,Townhouse,4,2.0,1305,6019,1971,1,0,0,Excellent,6,22,0.0,24,1,322997
PROP-025177,2023,Dallas,Waterfront,Condo,4,2.0,1805,6117,1983,2,0,0,Good,2,29,240.0,25,7,630291
PROP-025178,2023,New York,Waterfront,Single Family,2,2.0,1003,1941,1989,2,0,0,Good,8,64,0.0,17,155,845803
PROP-025179,2022,Houston,Suburban,Single Family,5,2.0,2077,4616,2011,2,0,0,Good,9,54,0.0,23,10,415286
PROP-025180,2021,Dallas,Rural,Condo,5,2.0,1569,2567,2003,1,1,1,Excellent,6,51,177.0,20,22,310559
PROP-025181,2022,Austin,Downtown,Single Family,4,2.0,1892,4469,1942,1,0,0,Fair,2,19,31.0,28,63,677530
PROP-025182,2023,Philadelphia,Historic District,Townhouse,2,2.5,628,2877,1951,2,0,0,Excellent,7,51,0.0,27,9,198970
PROP-025183,2022,New York,University Area,Single Family,4,2.5,2072,7072,1978,2,0,1,Needs Renovation,10,22,33.0,29,97,927136
PROP-025184,2021,Los Angeles,Suburban,Multi-Family,4,3.0,1426,3779,1999,2,0,0,Good,6,30,0.0,25,3,926676
PROP-025185,2021,New York,Suburban,Single Family,3,2.5,991,3602,1965,0,0,0,Fair,10,100,0.0,29,60,525503
PROP-025186,2023,Los Angeles,Downtown,Single Family,5,2.0,2350,4844,1989,1,0,0,Needs Renovation,2,84,0.0,32,46,856542
PROP-025187,2022,New York,University Area,Single Family,2,3.0,1227,5087,1943,3,0,0,Good,1,66,185.0,25,9,503269
PROP-025188,2020,Chicago,Downtown,Duplex,4,1.5,1399,6532,1938,2,0,0,Fair,9,54,0.0,22,2,453044
PROP-025189,2024,Philadelphia,Suburban,Single Family,3,3.0,1203,2527,1950,2,0,0,Excellent,10,67,79.0,15,82,356843
PROP-025190,2021,New York,Suburban,Single Family,3,1.0,1001,4336,1994,1,0,1,Excellent,2,60,0.0,17,9,572553
PROP-025191,2024,San Antonio,Downtown,Single Family,3,2.0,1419,4347,1984,2,0,1,Good,5,59,180.0,22,55,446973
PROP-025192,2022,Los Angeles,Downtown,Townhouse,6,4.0,2716,10593,1999,0,0,0,Good,1,60,0.0,21,22,1368173
PROP-025193,2024,Austin,Historic District,Multi-Family,5,3.0,1993,5966,2010,1,0,1,Needs Renovation,3,49,0.0,16,19,652533
PROP-025194,2021,Phoenix,Suburban,Duplex,1,2.5,805,2833,1985,2,0,1,Excellent,9,66,122.0,25,15,302376
PROP-025195,2021,New York,Suburban,Single Family,3,2.0,909,1793,1956,0,0,1,Needs Renovation,8,41,0.0,19,6,294374
PROP-025196,2022,Chicago,Suburban,Single Family,3,2.5,721,2859,1990,1,0,0,Fair,8,62,0.0,36,16,213142
PROP-025197,2021,New York,Urban,Duplex,5,4.0,1993,6442,1967,2,0,0,Needs Renovation,2,49,20.0,22,49,963715
PROP-025198,2022,Philadelphia,Historic District,Single Family,5,3.0,2404,7612,2018,2,1,0,Good,4,65,0.0,19,15,914179
PROP-025199,2024,Dallas,Suburban,Condo,2,1.5,1258,3464,1966,2,0,0,Good,4,50,308.0,22,39,305630
PROP-025200,2024,New York,Waterfront,Single Family,5,1.0,1956,3451,1957,1,0,0,Good,8,66,0.0,15,13,2074154
PROP-025201,2022,Austin,Downtown,Townhouse,5,3.0,1750,8087,1967,2,1,0,Good,2,34,0.0,19,31,511125
PROP-025202,2023,Houston,Urban,Single Family,2,2.5,589,2337,2023,3,1,1,Good,1,85,0.0,28,29,215510
PROP-025203,2023,Los Angeles,Urban,Single Family,3,4.0,1559,4129,1989,0,1,0,Fair,2,82,168.0,22,54,699674
PROP-025204,2021,Miami,Downtown,Single Family,3,3.0,1347,5203,1999,1,1,0,Good,9,18,0.0,20,39,827495
PROP-025205,2021,Houston,Suburban,Condo,4,1.5,1639,2793,1989,2,0,1,Needs Renovation,7,54,396.0,23,40,332367
PROP-025206,2022,Houston,Suburban,Single Family,2,1.0,1025,4164,1997,2,1,1,Needs Renovation,9,56,0.0,17,25,313519
PROP-025207,2022,San Diego,Suburban,Townhouse,2,2.0,1240,4238,2010,2,0,1,Excellent,10,73,0.0,19,37,715898
PROP-025208,2021,Seattle,Waterfront,Single Family,4,3.0,1342,3037,1992,0,0,0,Fair,9,28,0.0,18,111,719890
PROP-025209,2020,San Antonio,Suburban,Condo,3,3.0,1536,7207,1954,2,1,0,Good,3,3,781.0,25,5,376901
PROP-025210,2021,San Antonio,Suburban,Condo,1,3.0,410,1799,2012,2,1,0,Needs Renovation,7,25,262.0,26,7,166114
PROP-025211,2024,Miami,Urban,Duplex,2,1.0,1256,4808,1929,2,0,0,Excellent,5,42,0.0,22,140,623510
PROP-025212,2022,Houston,Waterfront,Condo,2,2.0,799,2736,1994,2,0,1,Good,2,73,257.0,23,11,206356
PROP-025213,2022,San Diego,Suburban,Single Family,3,1.0,1515,4498,1974,2,1,1,Good,5,36,0.0,30,33,683695
PROP-025214,2022,Houston,Historic District,Single Family,3,3.0,967,4663,1954,0,0,1,Excellent,7,43,0.0,21,39,324894
PROP-025215,2022,San Diego,Suburban,Condo,3,2.0,1686,6634,1995,2,1,0,Excellent,10,55,317.0,26,106,690473
PROP-025216,2020,Miami,Suburban,Condo,3,2.5,1488,4163,2023,1,0,1,Fair,3,77,521.0,27,9,417586
PROP-025217,2020,Chicago,Suburban,Townhouse,4,2.0,2075,3557,1969,1,0,0,Needs Renovation,10,55,176.0,28,58,441667
PROP-025218,2024,Philadelphia,Downtown,Condo,3,1.0,1534,3495,2002,1,0,0,Good,7,84,611.0,19,48,344096
PROP-025219,2024,Philadelphia,Urban,Single Family,4,1.0,1612,3716,1982,2,0,0,Fair,3,30,0.0,19,42,381467
PROP-025220,2021,Austin,University Area,Single Family,2,2.0,750,3621,2018,3,0,1,Excellent,9,66,233.0,23,74,406118
PROP-025221,2022,Los Angeles,Historic District,Single Family,2,3.0,590,1168,1987,3,0,1,Good,2,58,0.0,20,23,337136
PROP-025222,2023,New York,Historic District,Condo,3,2.0,1079,2114,2018,1,0,1,Fair,2,51,388.0,17,8,515574
PROP-025223,2023,Miami,Rural,Townhouse,3,2.5,989,3299,1991,1,0,0,Fair,4,53,0.0,27,32,190968
PROP-025224,2022,Phoenix,Rural,Condo,3,1.5,1453,2194,1959,1,0,0,Excellent,8,82,239.0,18,19,256956
PROP-025225,2021,Los Angeles,Urban,Townhouse,4,2.0,2039,9709,1973,2,1,0,Good,6,37,0.0,22,55,961411
PROP-025226,2021,Houston,Rural,Multi-Family,3,1.0,1624,7072,2023,0,0,0,Good,2,73,0.0,20,13,265279
PROP-025227,2021,Los Angeles,University Area,Townhouse,1,3.0,1045,4081,1996,0,0,0,Good,8,37,70.0,25,21,433065
PROP-025228,2021,Miami,Rural,Condo,6,1.0,2122,8688,2011,2,0,1,Excellent,4,50,141.0,24,26,473764
PROP-025229,2020,New York,Rural,Single Family,5,1.0,2290,7564,1965,0,1,1,Good,5,0,0.0,26,31,777848
PROP-025230,2024,Chicago,University Area,Condo,3,2.0,1074,4362,2007,1,1,1,Good,8,73,409.0,29,25,364167
PROP-025231,2022,Los Angeles,Suburban,Multi-Family,2,1.0,860,1591,1971,0,0,0,Fair,2,71,0.0,23,4,489529
PROP-025232,2024,San Diego,Urban,Single Family,4,3.5,1438,2572,1998,0,0,0,Fair,1,100,0.0,25,55,529848
PROP-025233,2020,Miami,Suburban,Condo,3,3.5,1275,3500,2017,1,0,0,Good,7,68,627.0,25,32,376981
PROP-025234,2023,Seattle,University Area,Townhouse,4,2.0,1839,4891,1990,1,0,1,Excellent,4,15,0.0,20,26,838964
PROP-025235,2024,Houston,Suburban,Duplex,2,2.5,1822,5171,1980,2,0,1,Needs Renovation,5,58,0.0,24,7,365962
PROP-025236,2023,San Antonio,Rural,Condo,3,3.0,1354,3981,2007,1,0,1,Excellent,7,52,98.0,18,15,254712
PROP-025237,2021,Houston,Downtown,Multi-Family,4,1.5,1931,4922,1997,1,0,0,Excellent,6,32,0.0,19,12,730750
PROP-025238,2024,Miami,Suburban,Single Family,3,2.5,1063,4109,2001,0,1,0,Excellent,8,44,0.0,20,4,433363
PROP-025239,2024,Phoenix,Urban,Condo,3,2.0,1288,6296,1980,3,0,0,Fair,3,82,547.0,22,113,330066
PROP-025240,2023,New York,Suburban,Townhouse,3,1.5,1445,7186,2007,1,0,0,Good,5,76,0.0,17,24,870318
PROP-025241,2024,Philadelphia,Suburban,Single Family,3,1.0,1283,5855,1978,3,1,1,Good,3,92,0.0,14,22,426079
PROP-025242,2020,Miami,Suburban,Single Family,2,2.0,400,1155,1969,1,0,0,Good,3,42,0.0,21,13,141825
PROP-025243,2022,New York,Downtown,Townhouse,2,3.5,400,1801,1959,2,1,1,Fair,6,100,278.0,16,16,355654
PROP-025244,2024,New York,Suburban,Single Family,2,3.5,950,2591,1972,2,0,0,Good,5,36,33.0,20,44,473970
PROP-025245,2021,Miami,Waterfront,Duplex,3,4.0,1546,6048,1937,0,1,0,Fair,7,0,0.0,20,11,774616
PROP-025246,2023,San Diego,Rural,Multi-Family,3,2.5,1642,5347,2023,0,1,0,Needs Renovation,1,83,0.0,17,15,356188
PROP-025247,2022,Dallas,University Area,Condo,3,1.5,1152,2397,2016,2,0,1,Good,9,38,361.0,25,22,312786
PROP-025248,2021,Houston,Rural,Single Family,3,2.5,1127,2597,1972,2,0,1,Good,6,68,0.0,23,58,234442
PROP-025249,2022,Houston,Urban,Condo,4,3.0,1743,4889,2023,2,0,1,Fair,3,76,374.0,13,36,289563
PROP-025250,2020,Philadelphia,University Area,Condo,3,1.5,1275,4967,1997,2,0,1,Good,10,57,448.0,18,16,447929
PROP-025251,2022,San Diego,Urban,Condo,3,3.0,821,3019,1986,2,0,1,Good,6,12,214.0,15,3,400966
PROP-025252,2024,Dallas,Historic District,Single Family,1,2.5,737,1392,2003,3,1,1,Fair,9,38,0.0,15,20,289302
PROP-025253,2021,Los Angeles,University Area,Condo,3,2.0,2323,8404,2023,2,1,0,Good,6,70,421.0,22,5,974270
PROP-025254,2023,New York,Rural,Single Family,1,2.5,414,1376,2021,0,1,1,Good,10,47,0.0,25,27,285419
PROP-025255,2020,Austin,Suburban,Single Family,2,2.0,761,1390,1921,1,0,0,Fair,5,52,0.0,22,10,263355
PROP-025256,2021,Dallas,Downtown,Single Family,2,2.5,936,3169,1985,0,1,0,Good,10,26,0.0,26,16,409527
PROP-025257,2020,San Diego,Downtown,Single Family,3,2.5,1030,2784,1954,2,0,1,Good,9,13,0.0,23,13,633513
PROP-025258,2022,Houston,Rural,Condo,2,1.0,721,3041,1972,0,0,1,Good,10,94,458.0,28,12,174740
PROP-025259,2022,Phoenix,Waterfront,Townhouse,2,3.5,1382,6867,1966,2,0,1,Needs Renovation,1,78,0.0,20,9,312758
PROP-025260,2021,Miami,Urban,Condo,4,2.0,1374,2666,2023,2,1,1,Needs Renovation,8,17,148.0,19,9,391683
PROP-025261,2021,Seattle,Historic District,Condo,3,2.0,1566,2423,1942,0,0,0,Fair,10,33,317.0,26,39,634084
PROP-025262,2023,Houston,Suburban,Condo,5,2.5,2008,7638,2023,1,1,0,Good,9,44,228.0,18,41,343774
PROP-025263,2022,Dallas,Waterfront,Single Family,3,3.0,1537,3451,1933,0,0,0,Good,9,57,0.0,23,77,507140
PROP-025264,2021,Houston,Downtown,Single Family,1,3.5,868,3707,2005,1,0,0,Fair,5,64,0.0,23,37,249083
PROP-025265,2023,Philadelphia,Historic District,Condo,3,2.0,1520,4871,1970,1,0,0,Good,1,44,264.0,22,3,319240
PROP-025266,2020,Los Angeles,Suburban,Multi-Family,1,3.0,628,2669,1969,1,1,1,Fair,1,82,0.0,33,36,367442
PROP-025267,2023,Dallas,Waterfront,Multi-Family,3,1.0,1132,1757,1985,1,0,0,Excellent,10,41,0.0,21,4,579179
PROP-025268,2023,New York,Waterfront,Condo,2,3.0,746,1602,1981,2,0,0,Good,7,45,295.0,19,3,736890
PROP-025269,2021,New York,University Area,Single Family,4,3.5,2327,9504,1975,1,0,1,Excellent,10,100,0.0,24,20,1252647
PROP-025270,2022,Dallas,Rural,Condo,3,3.0,1167,2383,1981,0,0,1,Good,7,58,151.0,25,57,214818
PROP-025271,2024,New York,Waterfront,Single Family,3,4.0,1835,4442,1996,1,0,0,Good,10,45,0.0,11,37,1516473
PROP-025272,2022,Austin,University Area,Single Family,3,2.0,1058,3000,2000,0,0,0,Needs Renovation,4,66,0.0,24,21,277592
PROP-025273,2021,Austin,Suburban,Single Family,4,2.0,1645,6959,2003,0,0,0,Good,5,53,0.0,22,19,626282
PROP-025274,2023,Phoenix,Suburban,Duplex,4,2.5,1697,3501,1953,0,1,1,Needs Renovation,7,67,0.0,22,59,377221
PROP-025275,2023,New York,Waterfront,Townhouse,5,3.0,2226,4307,1946,1,0,0,Needs Renovation,9,60,0.0,30,70,1421168
PROP-025276,2022,Los Angeles,Rural,Single Family,4,3.5,1957,9475,2023,2,1,1,Good,4,100,217.0,21,38,760592
PROP-025277,2023,Chicago,University Area,Multi-Family,3,4.0,1161,3859,2006,0,0,1,Good,1,60,0.0,11,14,394146
PROP-025278,2024,Miami,Urban,Single Family,2,1.5,783,3128,2016,2,0,0,Needs Renovation,1,54,0.0,18,46,197250
PROP-025279,2023,San Diego,Historic District,Townhouse,3,2.5,1320,3328,2012,1,0,0,Needs Renovation,3,33,269.0,31,22,482316
PROP-025280,2020,New York,Urban,Condo,2,2.0,808,3114,1992,2,1,0,Excellent,8,41,166.0,16,88,595880
PROP-025281,2023,San Diego,Historic District,Multi-Family,1,2.0,728,2943,1965,0,0,0,Fair,9,45,0.0,24,13,319704
PROP-025282,2023,San Antonio,Suburban,Condo,5,3.5,2200,5255,2010,1,1,1,Excellent,9,41,557.0,18,120,526635
PROP-025283,2022,Chicago,Urban,Townhouse,1,3.5,745,1620,1977,0,0,0,Good,7,62,0.0,20,44,239692
PROP-025284,2022,Houston,Downtown,Single Family,5,1.5,1988,8550,1943,0,0,0,Good,6,69,54.0,20,9,507375
PROP-025285,2021,Los Angeles,Urban,Condo,2,2.0,946,1566,1977,1,0,0,Fair,1,17,297.0,30,3,288549
PROP-025286,2024,Austin,Suburban,Single Family,2,2.0,1287,2509,2016,1,0,1,Good,3,66,0.0,16,38,411606
PROP-025287,2023,Houston,Downtown,Single Family,1,1.5,575,1433,1953,3,0,1,Fair,3,26,0.0,19,13,198882
PROP-025288,2024,Dallas,Historic District,Single Family,4,4.0,1991,8112,1987,0,1,0,Good,4,43,0.0,24,20,459120
PROP-025289,2023,Philadelphia,Downtown,Single Family,5,2.0,2161,8956,1994,1,1,0,Excellent,5,23,0.0,24,12,826421
PROP-025290,2020,Dallas,Suburban,Single Family,3,2.0,1655,2568,1946,0,1,0,Good,5,95,0.0,18,51,445878
PROP-025291,2021,New York,Downtown,Duplex,3,3.0,1394,6407,1999,2,0,1,Good,1,73,12.0,20,3,1002444
PROP-025292,2020,Philadelphia,Rural,Single Family,3,3.0,2200,8354,1989,0,0,1,Good,9,78,0.0,18,42,322724
PROP-025293,2021,New York,Downtown,Condo,4,3.0,1731,7743,1964,1,0,0,Good,2,51,141.0,30,1,924496
PROP-025294,2021,Chicago,Suburban,Condo,3,2.0,1697,5612,1958,0,1,0,Good,2,31,202.0,22,9,381317
PROP-025295,2023,Dallas,Urban,Single Family,3,2.0,1169,3078,1953,0,0,1,Excellent,2,68,0.0,28,44,330207
PROP-025296,2024,Chicago,University Area,Single Family,2,2.0,650,2482,1938,1,0,0,Good,1,34,103.0,17,11,197223
PROP-025297,2021,Dallas,Rural,Multi-Family,3,2.0,944,2349,2023,2,0,0,Excellent,8,65,0.0,21,108,311088
PROP-025298,2024,Los Angeles,Suburban,Condo,4,3.5,1313,3876,1953,1,0,1,Fair,8,50,426.0,22,72,543026
PROP-025299,2020,San Diego,Rural,Condo,3,1.0,1234,3437,1933,1,0,0,Good,3,87,371.0,26,58,390212
PROP-025300,2023,Los Angeles,University Area,Single Family,1,1.5,400,1398,1954,1,0,0,Good,3,74,0.0,23,1,187124
PROP-025301,2024,Chicago,Downtown,Condo,2,2.0,821,1799,1995,1,0,1,Good,10,60,506.0,29,4,285176
PROP-025302,2022,Los Angeles,Downtown,Condo,3,1.0,1352,6396,1986,1,1,0,Fair,2,45,493.0,17,39,552873
PROP-025303,2020,Chicago,Downtown,Single Family,3,1.0,1410,3871,1996,1,0,0,Good,6,34,0.0,20,3,446540
PROP-025304,2021,San Diego,Urban,Condo,4,3.5,2038,6775,1936,0,0,1,Good,2,53,155.0,23,38,728184
PROP-025305,2020,Dallas,Rural,Single Family,4,2.5,1402,2472,1993,3,0,1,Good,5,71,0.0,19,22,373169
PROP-025306,2024,Chicago,Urban,Condo,4,3.0,1786,6955,2023,1,0,0,Good,3,79,352.0,14,72,463290
PROP-025307,2023,New York,University Area,Single Family,2,2.0,400,1919,2023,1,1,1,Fair,1,33,0.0,15,85,208143
PROP-025308,2022,Los Angeles,Urban,Single Family,5,2.0,2183,7604,2004,0,0,1,Good,2,52,0.0,21,24,1013826
PROP-025309,2023,Austin,Rural,Single Family,3,2.0,1349,4142,1979,2,0,1,Fair,2,66,0.0,29,34,282122
PROP-025310,2022,Houston,Historic District,Duplex,4,3.0,1197,3704,2004,0,1,1,Fair,7,61,0.0,19,7,423129
PROP-025311,2021,New York,University Area,Multi-Family,2,2.0,600,1971,2001,1,0,1,Good,10,51,0.0,10,17,459871
PROP-025312,2024,Philadelphia,Downtown,Single Family,3,1.0,1299,5529,2001,1,0,0,Good,5,47,0.0,13,108,470407
